source,event,word,count,position
Nasz_Dziennik,zamach_paryz_start,mama,49,4
Nasz_Dziennik,zamach_paryz_start,polak,47,5
Nasz_Dziennik,zamach_paryz_start,minister,43,6
Nasz_Dziennik,zamach_paryz_start,duda,40,7
Nasz_Dziennik,zamach_paryz_start,rzeczpospolita,39,8
Nasz_Dziennik,zamach_paryz_start,posel,38,9
Nasz_Dziennik,zamach_paryz_start,prawo,35,10
Super_Express,afera_podsl_end,ukraina,12,1
Super_Express,afera_podsl_end,rosja,11,2
Super_Express,afera_podsl_end,petro,11,3
Super_Express,afera_podsl_end,ukrainski,11,4
Super_Express,afera_podsl_end,kobieta,9,5
Super_Express,afera_podsl_end,victoria,8,6
Super_Express,afera_podsl_end,samolot,7,7
Super_Express,afera_podsl_end,trumna,7,8
Super_Express,afera_podsl_end,waglik,7,9
Super_Express,afera_podsl_end,babcia,7,10
Super_Express,afera_podsl_start,rodzina,15,1
Super_Express,afera_podsl_start,mezczyzna,14,2
Super_Express,afera_podsl_start,ukraina,13,3
Super_Express,afera_podsl_start,wielki,11,4
Super_Express,afera_podsl_start,policja,10,5
Super_Express,afera_podsl_start,kobieta,10,6
Super_Express,afera_podsl_start,koniec,9,7
Super_Express,afera_podsl_start,morgan,9,8
Super_Express,afera_podsl_start,separatysta,9,9
Super_Express,afera_podsl_start,swiat,9,10
Super_Express,janukowycz_end,janukowycz,129,1
Super_Express,janukowycz_end,ukraina,113,2
Super_Express,janukowycz_end,rosyjski,62,3
Super_Express,janukowycz_end,wiktor,54,4
Super_Express,janukowycz_end,krym,53,5
Super_Express,janukowycz_end,ukrainski,48,6
Super_Express,janukowycz_end,rosja,44,7
Super_Express,janukowycz_end,wladza,33,8
Super_Express,janukowycz_end,minister,30,9
Super_Express,janukowycz_end,majdac,29,10
Super_Express,janukowycz_start,ukraina,53,1
Super_Express,janukowycz_start,wladza,27,2
Super_Express,janukowycz_start,ranny,26,3
Super_Express,janukowycz_start,janukowycz,19,4
Super_Express,janukowycz_start,minister,17,5
Super_Express,janukowycz_start,demonstrant,15,6
Super_Express,janukowycz_start,milicja,15,7
Super_Express,janukowycz_start,ofiara,15,8
Super_Express,janukowycz_start,majdac,14,9
Super_Express,janukowycz_start,unia,14,10
Super_Express,jp2_swiety_end,ukraina,26,1
Super_Express,jp2_swiety_end,separatysta,26,2
Super_Express,jp2_swiety_end,prorosyjski,15,3
Super_Express,jp2_swiety_end,slowianski,13,4
Super_Express,jp2_swiety_end,ukrainski,12,5
Super_Express,jp2_swiety_end,atak,11,6
Super_Express,jp2_swiety_end,kobieta,11,7
Super_Express,jp2_swiety_end,podac,10,8
Super_Express,jp2_swiety_end,budynek,9,9
Super_Express,jp2_swiety_end,putin,9,10
Super_Express,jp2_swiety_start,ukraina,20,1
Super_Express,jp2_swiety_start,papiez,14,2
Super_Express,jp2_swiety_start,separatysta,13,3
Super_Express,jp2_swiety_start,rosyjski,11,4
Super_Express,jp2_swiety_start,rosja,10,5
Super_Express,jp2_swiety_start,obwe,10,6
Super_Express,jp2_swiety_start,nica,10,7
Super_Express,jp2_swiety_start,ojciec,10,8
Super_Express,jp2_swiety_start,wielki,9,9
Super_Express,jp2_swiety_start,kobieta,9,10
Super_Express,kopacz_start_end,wesolowski,31,1
Super_Express,kopacz_start_end,posel,30,2
Super_Express,kopacz_start_end,wasiak,26,3
Super_Express,kopacz_start_end,minister,26,4
Super_Express,kopacz_start_end,zarzad,25,5
Super_Express,kopacz_start_end,bienkowski,24,6
Super_Express,kopacz_start_end,stan,23,7
Super_Express,kopacz_start_end,czlonek,22,8
Super_Express,kopacz_start_end,schetyna,21,9
Super_Express,kopacz_start_end,wielki,19,10
Super_Express,kopacz_start_start,minister,105,1
Super_Express,kopacz_start_start,rzad,54,2
Super_Express,kopacz_start_start,kopacz,54,3
Super_Express,kopacz_start_start,ukraina,26,4
Super_Express,kopacz_start_start,rosja,24,5
Super_Express,kopacz_start_start,wielki,23,6
Super_Express,kopacz_start_start,sprawiedliwosc,22,7
Super_Express,kopacz_start_start,stanowisko,21,8
Super_Express,kopacz_start_start,polityk,21,9
Super_Express,kopacz_start_start,premiera,20,10
Super_Express,krym_ref_end,krym,88,1
Super_Express,krym_ref_end,rosja,70,2
Super_Express,krym_ref_end,samolot,69,3
Super_Express,krym_ref_end,rosyjski,56,4
Super_Express,krym_ref_end,ukraina,45,5
Super_Express,krym_ref_end,putin,41,6
Super_Express,krym_ref_end,ukrainski,36,7
Super_Express,krym_ref_end,boeing,31,8
Super_Express,krym_ref_end,wladza,30,9
Super_Express,krym_ref_end,poszukiwac,23,10
Super_Express,krym_ref_start,samolot,87,1
Super_Express,krym_ref_start,ukraina,67,2
Super_Express,krym_ref_start,krym,53,3
Super_Express,krym_ref_start,rosja,47,4
Super_Express,krym_ref_start,putin,36,5
Super_Express,krym_ref_start,boeing,30,6
Super_Express,krym_ref_start,rosyjski,30,7
Super_Express,krym_ref_start,zniknac,29,8
Super_Express,krym_ref_start,radar,27,9
Super_Express,krym_ref_start,godzina,23,10
Super_Express,obama_pol_end,ukraina,87,1
Super_Express,obama_pol_end,rosja,76,2
Super_Express,obama_pol_end,samolot,70,3
Super_Express,obama_pol_end,krym,67,4
Super_Express,obama_pol_end,putin,66,5
Super_Express,obama_pol_end,rosyjski,45,6
Super_Express,obama_pol_end,wladza,29,7
Super_Express,obama_pol_end,wladimir,27,8
Super_Express,obama_pol_end,rosjanin,25,9
Super_Express,obama_pol_end,amerykanski,22,10
Super_Express,obama_pol_start,ukraina,218,1
Super_Express,obama_pol_start,rosyjski,158,2
Super_Express,obama_pol_start,rosja,152,3
Super_Express,obama_pol_start,krym,128,4
Super_Express,obama_pol_start,putin,125,5
Super_Express,obama_pol_start,janukowycz,94,6
Super_Express,obama_pol_start,ukrainski,76,7
Super_Express,obama_pol_start,zolnierz,60,8
Super_Express,obama_pol_start,wladza,52,9
Super_Express,obama_pol_start,tvn,44,10
Super_Express,papiez_fran_end,papiez,97,1
Super_Express,papiez_fran_end,swiety,35,2
Super_Express,papiez_fran_end,franciszka,30,3
Super_Express,papiez_fran_end,kosciol,29,4
Super_Express,papiez_fran_end,swiat,28,5
Super_Express,papiez_fran_end,kardynal,27,6
Super_Express,papiez_fran_end,franciszek,19,7
Super_Express,papiez_fran_end,ojciec,19,8
Super_Express,papiez_fran_end,biskup,18,9
Super_Express,papiez_fran_end,bergoglio,16,10
Super_Express,papiez_fran_start,kardynal,40,1
Super_Express,papiez_fran_start,konklawe,27,2
Super_Express,papiez_fran_start,papiez,27,3
Super_Express,papiez_fran_start,kaplica,23,4
Super_Express,papiez_fran_start,wybrac,20,5
Super_Express,papiez_fran_start,sykstynski,16,6
Super_Express,papiez_fran_start,nowe,16,7
Super_Express,papiez_fran_start,godzina,15,8
Super_Express,papiez_fran_start,glosowac,14,9
Super_Express,papiez_fran_start,bialy,11,10
Super_Express,samolot_ukr_end,samolot,143,1
Super_Express,samolot_ukr_end,ukraina,76,2
Super_Express,samolot_ukr_end,zestrzelic,64,3
Super_Express,samolot_ukr_end,katastrofa,63,4
Super_Express,samolot_ukr_end,separatysta,56,5
Super_Express,samolot_ukr_end,ofiara,52,6
Super_Express,samolot_ukr_end,boeing,51,7
Super_Express,samolot_ukr_end,malezyjski,46,8
Super_Express,samolot_ukr_end,lotniczy,44,9
Super_Express,samolot_ukr_end,putin,43,10
Super_Express,samolot_ukr_start,izrael,21,1
Super_Express,samolot_ukr_start,strefa,19,2
Super_Express,samolot_ukr_start,tusk,18,3
Super_Express,samolot_ukr_start,kobieta,18,4
Super_Express,samolot_ukr_start,afera,17,5
Super_Express,samolot_ukr_start,ukraina,17,6
Super_Express,samolot_ukr_start,pis,17,7
Super_Express,samolot_ukr_start,zaufac,17,8
Super_Express,samolot_ukr_start,partia,16,9
Super_Express,samolot_ukr_start,kart,16,10
Super_Express,tusk_ue_end,film,24,1
Super_Express,tusk_ue_end,american,22,2
Super_Express,tusk_ue_end,hustle,19,3
Super_Express,tusk_ue_end,oscar,18,4
Super_Express,tusk_ue_end,zniewolic,16,5
Super_Express,tusk_ue_end,phillips,15,6
Super_Express,tusk_ue_end,grawitacja,15,7
Super_Express,tusk_ue_end,nominowac,14,8
Super_Express,tusk_ue_end,wall,14,9
Super_Express,tusk_ue_end,francja,14,10
Super_Express,tusk_ue_start,brytyjski,12,1
Super_Express,tusk_ue_start,mezczyzna,12,2
Super_Express,tusk_ue_start,wielki,12,3
Super_Express,tusk_ue_start,polak,12,4
Super_Express,tusk_ue_start,krol,9,5
Super_Express,tusk_ue_start,imigrant,9,6
Super_Express,tusk_ue_start,wyspa,9,7
Super_Express,tusk_ue_start,brytania,9,8
Super_Express,tusk_ue_start,kobieta,9,9
Super_Express,tusk_ue_start,smierc,8,10
Super_Express,wybory_parl_end,okreg,161,1
Super_Express,wybory_parl_end,pis,160,2
Super_Express,wybory_parl_end,wyborczy,120,3
Super_Express,wybory_parl_end,partia,111,4
Super_Express,wybory_parl_end,sejm,101,5
Super_Express,wybory_parl_end,kaczynski,100,6
Super_Express,wybory_parl_end,prawo,89,7
Super_Express,wybory_parl_end,warszawa,80,8
Super_Express,wybory_parl_end,rzad,73,9
Super_Express,wybory_parl_end,sprawiedliwosc,71,10
Super_Express,wybory_parl_start,debata,254,1
Super_Express,wybory_parl_start,kopacz,250,2
Super_Express,wybory_parl_start,szydlo,159,3
Super_Express,wybory_parl_start,partia,146,4
Super_Express,wybory_parl_start,kukiz,133,5
Super_Express,wybory_parl_start,wyborczy,127,6
Super_Express,wybory_parl_start,pis,124,7
Super_Express,wybory_parl_start,sejm,100,8
Super_Express,wybory_parl_start,lider,86,9
Super_Express,wybory_parl_start,kandydat,83,10
Super_Express,wybory_pe_end,swiat,16,1
Super_Express,wybory_pe_end,donieck,12,2
Super_Express,wybory_pe_end,ukraina,10,3
Super_Express,wybory_pe_end,mezczyzna,9,4
Super_Express,wybory_pe_end,kilogram,9,5
Super_Express,wybory_pe_end,separatysta,9,6
Super_Express,wybory_pe_end,kobieta,9,7
Super_Express,wybory_pe_end,szkola,8,8
Super_Express,wybory_pe_end,sierzant,7,9
Super_Express,wybory_pe_end,wczoraj,7,10
Super_Express,wybory_pe_start,putin,20,1
Super_Express,wybory_pe_start,wielki,16,2
Super_Express,wybory_pe_start,ukraina,14,3
Super_Express,wybory_pe_start,rosja,12,4
Super_Express,wybory_pe_start,rosyjski,12,5
Super_Express,wybory_pe_start,partia,11,6
Super_Express,wybory_pe_start,wladimir,11,7
Super_Express,wybory_pe_start,balkany,11,8
Super_Express,wybory_pe_start,wojsko,11,9
Super_Express,wybory_pe_start,wczoraj,10,10
Super_Express,wybory_prez1_end,policja,73,1
Super_Express,wybory_prez1_end,mezczyzna,63,2
Super_Express,wybory_prez1_end,pis,63,3
Super_Express,wybory_prez1_end,kobieta,61,4
Super_Express,wybory_prez1_end,pazdziernik,52,5
Super_Express,wybory_prez1_end,udzial,48,6
Super_Express,wybory_prez1_end,posel,47,7
Super_Express,wybory_prez1_end,ksiadz,46,8
Super_Express,wybory_prez1_end,warszawa,45,9
Super_Express,wybory_prez1_end,mieszkaniec,45,10
Super_Express,wybory_prez1_start,mezczyzna,77,1
Super_Express,wybory_prez1_start,duda,74,2
Super_Express,wybory_prez1_start,policja,73,3
Super_Express,wybory_prez1_start,telefon,71,4
Super_Express,wybory_prez1_start,pis,56,5
Super_Express,wybory_prez1_start,minister,51,6
Super_Express,wybory_prez1_start,posel,49,7
Super_Express,wybory_prez1_start,sanatorium,46,8
Super_Express,wybory_prez1_start,wyborczy,46,9
Super_Express,wybory_prez1_start,rozmowa,46,10
Super_Express,wybory_prez2_end,duda,267,1
Super_Express,wybory_prez2_end,andrzej,185,2
Super_Express,wybory_prez2_end,komorowski,116,3
Super_Express,wybory_prez2_end,wyborczy,77,4
Super_Express,wybory_prez2_end,prezydencki,66,5
Super_Express,wybory_prez2_end,elekt,64,6
Super_Express,wybory_prez2_end,pis,59,7
Super_Express,wybory_prez2_end,kampania,52,8
Super_Express,wybory_prez2_end,glosowac,45,9
Super_Express,wybory_prez2_end,glos,43,10
Super_Express,wybory_prez2_start,duda,277,1
Super_Express,wybory_prez2_start,komorowski,271,2
Super_Express,wybory_prez2_start,debata,209,3
Super_Express,wybory_prez2_start,kandydat,155,4
Super_Express,wybory_prez2_start,kukiz,134,5
Super_Express,wybory_prez2_start,andrzej,132,6
Super_Express,wybory_prez2_start,pis,101,7
Super_Express,wybory_prez2_start,prezydencki,83,8
Super_Express,wybory_prez2_start,pawel,63,9
Super_Express,wybory_prez2_start,bronislawa,61,10
Super_Express,wybory_samorz_end,glos,25,1
Super_Express,wybory_samorz_end,wyborczy,20,2
Super_Express,wybory_samorz_end,komisja,17,3
Super_Express,wybory_samorz_end,samorzadowy,16,4
Super_Express,wybory_samorz_end,obiekt,10,5
Super_Express,wybory_samorz_end,rosja,9,6
Super_Express,wybory_samorz_end,prawo,9,7
Super_Express,wybory_samorz_end,zwiazek,9,8
Super_Express,wybory_samorz_end,minister,9,9
Super_Express,wybory_samorz_end,policja,8,10
Super_Express,wybory_samorz_start,pis,60,1
Super_Express,wybory_samorz_start,posel,52,2
Super_Express,wybory_samorz_start,hofman,50,3
Super_Express,wybory_samorz_start,adam,49,4
Super_Express,wybory_samorz_start,kaminski,38,5
Super_Express,wybory_samorz_start,partia,31,6
Super_Express,wybory_samorz_start,rogacki,25,7
Super_Express,wybory_samorz_start,mariusz,24,8
Super_Express,wybory_samorz_start,afera,19,9
Super_Express,wybory_samorz_start,polityczny,18,10
Super_Express,zamach_bruks_end,policja,94,1
Super_Express,zamach_bruks_end,zamach,80,2
Super_Express,zamach_bruks_end,mezczyzna,71,3
Super_Express,zamach_bruks_end,rodzina,67,4
Super_Express,zamach_bruks_end,swieta,64,5
Super_Express,zamach_bruks_end,bruksela,63,6
Super_Express,zamach_bruks_end,kaczynski,61,7
Super_Express,zamach_bruks_end,kobieta,58,8
Super_Express,zamach_bruks_end,godzina,54,9
Super_Express,zamach_bruks_end,wielki,53,10
Super_Express,zamach_bruks_start,pis,104,1
Super_Express,zamach_bruks_start,prawo,93,2
Super_Express,zamach_bruks_start,marco,87,3
Super_Express,zamach_bruks_start,prezes,78,4
Super_Express,zamach_bruks_start,kobieta,77,5
Super_Express,zamach_bruks_start,policja,76,6
Super_Express,zamach_bruks_start,mezczyzna,72,7
Super_Express,zamach_bruks_start,wypadek,67,8
Super_Express,zamach_bruks_start,kaczynski,65,9
Super_Express,zamach_bruks_start,prokuratura,63,10
Super_Express,zamach_hebdo_end,pis,50,1
Super_Express,zamach_hebdo_end,kalisz,45,2
Super_Express,zamach_hebdo_end,kaczynski,37,3
Super_Express,zamach_hebdo_end,dziennikarz,35,4
Super_Express,zamach_hebdo_end,szydlo,35,5
Super_Express,zamach_hebdo_end,kukiz,31,6
Super_Express,zamach_hebdo_end,durczok,31,7
Super_Express,zamach_hebdo_end,sejm,31,8
Super_Express,zamach_hebdo_end,kopacz,31,9
Super_Express,zamach_hebdo_end,prawo,30,10
Super_Express,zamach_hebdo_start,stonoga,68,1
Super_Express,zamach_hebdo_start,kaczynski,42,2
Super_Express,zamach_hebdo_start,polityk,40,3
Super_Express,zamach_hebdo_start,partia,39,4
Super_Express,zamach_hebdo_start,lepper,39,5
Super_Express,zamach_hebdo_start,zbigniew,38,6
Super_Express,zamach_hebdo_start,pis,36,7
Super_Express,zamach_hebdo_start,andrzej,33,8
Super_Express,zamach_hebdo_start,rzad,31,9
Super_Express,zamach_hebdo_start,szydlo,30,10
Super_Express,zamach_paryz_end,francja,93,1
Super_Express,zamach_paryz_end,szydlo,87,2
Super_Express,zamach_paryz_end,prawo,83,3
Super_Express,zamach_paryz_end,zamach,79,4
Super_Express,zamach_paryz_end,pis,76,5
Super_Express,zamach_paryz_end,paryz,75,6
Super_Express,zamach_paryz_end,rzad,74,7
Super_Express,zamach_paryz_end,minister,62,8
Super_Express,zamach_paryz_end,policja,61,9
Super_Express,zamach_paryz_end,mezczyzna,57,10
Super_Express,zamach_paryz_start,rzad,108,1
Super_Express,zamach_paryz_start,minister,91,2
Super_Express,zamach_paryz_start,pis,86,3
Super_Express,zamach_paryz_start,kaczynski,85,4
Super_Express,zamach_paryz_start,listopad,76,5
Super_Express,zamach_paryz_start,szydlo,75,6
Super_Express,zamach_paryz_start,sejm,66,7
Super_Express,zamach_paryz_start,warszawa,55,8
Super_Express,zamach_paryz_start,godzina,55,9
Super_Express,zamach_paryz_start,prawo,54,10
